,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
8906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,1,0,0,1,1,1,9,0,0,5,2,6,10,0,1,0.0,89068254.21950817,0.0,3521444.154483402,133890616.55286585,0.0016625479467806516,234389936.04607326,20299287.62732069,0.20012960956785947,0.0,32262851.364266463,0.0,0.0,36676675.840294495,0.0,0.0,0.0
8907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,1,3,0,1,2,3,5,6,1,1,463716416.2174868,0.0,0.018490106769646443,110668932.71093225,0.0,0.005811772410339129,0.0,46650169.32145682,0.0,5581055.625382547,15063068.18035096,0.00015115666246120666,0.0,53557815.768892445,0.0,30700000.0,6067.451067402834
8908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,8,1,6,0,6,6,0,0,0,1,6,10,7,1,154572138.73916227,90462322.17815001,0.05136140769346234,111891310.81445463,38245121.951764055,0.05012969977892562,0.0,106330279.86759496,0.0,5581055.625382547,27984209.217288204,0.0012596388538433892,89234032.40271088,0.0,0.038548869840248884,0.0,0.0
8909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,0,0,4,0,7,0,0,1,3,10,5,5,1,309144277.47832453,42291505.65437629,0.01232673784643096,6986893.169252942,77797112.44472042,0.00038791937497934973,87022174.2911923,0.0,0.008820407241619373,0.0,26008389.578208447,0.0,102156595.61892718,25037214.086173728,0.005275221554693501,30700000.0,7095.5838942664595
8910,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1,2,0,6,7,2,7,0,1,7,0,0,7,0,4,6,6,1,22024422.30986318,136851315.59679127,0.007545423939206054,12048055.799098184,113454271.89419729,0.005599071360503167,0.0,108572713.90717748,0.0,20430005.912319742,21069784.935395602,0.0051339996161231,147030514.1822045,44193513.54513965,0.06355733952486642,30700000.0,0.0
8911,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,6,7,5,1,0,0,0,1,0,0,0,0,7,2,1,2,6,1,1,0.0,144075745.84278923,0.0,0.0,104651657.86617124,0.0,3622860.3863311633,20299287.62732069,0.0030348111521904067,230301.00033408627,0.0,5.154938003709686e-05,4072568.0214174013,79084435.94406682,0.001737096615270307,2015900000.0,0.0
8912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,3,3,0,0,2,9,9,6,1,0,7,7,4,4,0,0,0.0,237132307.20328307,0.0,51678226.13017079,100759376.17493644,0.023267259596217914,215117333.582788,22167818.198803753,0.18282390499934298,0.0,65739247.631716266,0.0,0.0,70740857.80294001,0.0,0.0,0.0
8913,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,3,3,3,0,3,0,0,3,7,0,8,2,6,5,6,1,176596561.04902545,76431543.68310125,0.0589068316326684,3266573.6236725682,100759376.17493644,0.0014372835887407722,0.0,50962397.12067895,0.0,22353615.52876163,8453407.696608048,0.00535181904353706,0.0,105507936.44554606,0.0,61400000.0,0.0
8914,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,7,7,4,0,2,0,1,0,2,9,6,7,0,7,2,1,4,6,7,1,0.0,230932932.5328355,0.0,22780264.599087894,42818415.6714978,0.001246375078610586,6414532.702398648,43224599.14167526,0.000655739520231267,0.0,58782577.18702783,0.0,89234032.40271088,79084435.94406682,0.004625864380829866,146000000.0,3393.8317632701705
8915,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,3,0,3,1,1,4,0,0,1,7,7,5,4,5,1,7,1,0.0,95486976.46933737,0.0,2021683.3111198838,100759376.17493644,0.0009510582984942384,41854442.71458079,69530880.80245753,0.03592143648920305,33431413.829306412,6320800.309666242,0.008328262430812422,0.0,158811403.67371178,0.0,333100000.0,0.0
8916,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4,6,0,0,0,0,1,1,0,0,0,0,0,0,1,4,6,5,1,0.0,154002586.64038622,0.0,75363478.38959458,0.0,0.033872691245895106,39891028.069789656,41292219.28177295,0.033837052036700746,17074268.861484163,0.0,0.003969265722694562,50829866.25024432,0.0,0.02166665538125259,369700000.0,0.0
8917,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,10,1,0,0,3,0,0,5,0,2,1,7,1,1,1,1,6,4,1,0.0,140858582.2512416,0.0,31905661.41472506,47842699.56310011,0.014503579957571526,37692269.90838314,28798397.130608946,0.03172347065571328,0.0,14092235.304915495,0.0,0.0,108628166.34997386,0.0,1438700000.0,0.0
8918,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,3,2,1,0,4,4,1,0,5,1,0,5,0,7,8,6,3,6,6,5,1,0.0,72222705.9376919,0.0,0.0,164432458.85453594,0.0,10962967.824245157,52811167.63503672,0.0011036227404433668,3973247.8644981966,11068771.68625446,0.00011140441740248706,0.0,172174128.90449178,0.0,862300000.0,369.33708235307404
8919,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,1,0,0,1,0,5,6,0,1,1,0,0,0,0,5,9,5,1,0.0,136578326.41305238,0.0,92104968.78002448,38245121.951764055,0.041636630035082674,52838894.98160107,65941184.48239788,0.04442133676547573,0.0,12857587.774250694,0.0,37665645.293849416,0.0,0.016078598016942836,121200000.0,0.0
8920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,6,0,7,7,0,5,10,0,0,1,0,0,0,6,5,9,5,1,0.0,191741152.90746433,0.0,37635180.32407708,166071355.5283289,0.016802745661257387,19443872.39795969,81101963.466326,0.016298572950204857,28672233.955816142,6320800.309666242,0.007025050193384253,164877570.54183716,0.0,0.07117365147111034,30700000.0,0.0
8921,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,6,1,3,7,7,7,0,7,7,0,1,0,0,0,0,0,5,6,1,1,0.0,154220496.58178693,0.0,0.0,283422581.3384405,0.0,48134429.495272905,77517373.55736606,0.004908749733570208,27575434.936109416,6320800.309666242,0.0008345909113997445,244273288.71859515,0.0,0.012673589629562523,248500000.0,10752.690355630137
8922,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,0,1,0,7,0,6,0,0,0,0,0,0,0,0,1,0,7,6,6,1,0.0,32694901.094161935,0.0,0.0,156873190.62123483,0.0,143911918.37921658,0.0,0.014635491085782675,11622868.695117893,0.0,0.00033549465258923936,188659576.38559622,25037214.086173728,0.009789191252324607,760700000.0,9079.566555383002
8923,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,2,0,2,6,3,5,6,6,1,198620983.35888863,32694901.094161935,0.06645225557187445,6810018.860177108,87722647.49511826,0.0030763331546851333,0.0,20299287.62732069,0.0,27083685.45840326,7332080.219521779,0.006588474615196539,32156298.505743533,70651299.48955701,0.013823581511169511,92100000.0,0.0
8924,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,7,10,6,0,1,10,0,1,2,3,0,1,0,0,5,1,0,6,2,1,0.0,295958501.4290984,0.0,53752656.4726916,141171387.10255384,0.024200055600745674,47981520.39168599,43224599.14167526,0.040670889852152836,0.0,15444563.06553661,0.0,112687642.99830352,36676675.840294495,0.04861763113968903,589200000.0,0.0
8925,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,7,4,4,7,7,7,0,0,6,0,0,0,0,6,4,3,5,6,5,1,0.0,197917825.35986206,0.0,0.0,283422581.3384405,0.0,60511098.08600843,31398797.71871161,0.05149152455162217,12049855.389103845,0.0,0.002929863617482007,42360940.55157312,81105853.85915002,0.0181060946561831,928200000.0,0.0
8926,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,5,4,6,4,0,3,5,7,0,1,7,7,1,1,6,5,1,0.0,200635768.54993573,0.0,0.0,211895698.4272849,0.0,0.0,54082305.45306664,0.0,0.0,27939401.706900492,0.0,67820214.85820481,128563360.84755757,0.029696626223367984,302400000.0,0.0
8927,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,7,6,0,1,2,0,0,1,1,2,4,1,0,3,1,6,7,5,1,0.0,225446533.21101338,0.0,57676979.353579566,82526679.5239558,0.026218683229954593,115079204.12676427,20299287.62732069,0.09797757154224325,0.0,24626847.251278743,0.0,0.0,56425877.743436806,0.0,633400000.0,0.0
8928,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,3,5,7,6,6,3,7,0,1,0,1,0,7,0,0,0,6,4,4,5,1,0.0,225446533.21101338,0.0,0.0,223777188.5531239,0.0,90766647.12901264,20299287.62732069,0.00926847441929199,2917822.2963657193,21069784.935395602,8.69551576706153e-05,131149161.49204576,0.0,0.006729994529430704,1061400000.0,5969.202416178846
8929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,1,10,4,1,0,0,5,4,6,9,6,1,0.0,60717312.84309486,0.0,10564332.463450206,47842699.56310011,0.004987643840341955,172790447.7931673,41292219.28177295,0.14822265734421403,0.0,44068493.56527531,0.0,75153404.27262385,36676675.840294495,0.03245884549907821,217800000.0,0.0
8930,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,6,1,7,0,0,1,10,0,0,7,0,0,0,6,5,6,5,1,0.0,102192937.55533153,0.0,16117476.148614526,114065823.89018795,0.007397309939488287,78442642.78013304,66025173.075122476,0.06673307093768835,17010781.2721577,14261651.781499248,0.004069483239343757,277017030.09949464,0.0,0.12001132183846369,504600000.0,0.0
8931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,1,3,2,7,0,0,0,0,1,1,3,5,6,1,1,154572138.73916227,68139002.95605196,0.00616336892321548,111891310.81445463,38245121.951764055,0.0060155639734710735,0.0,89198805.91990983,0.0,23217539.101121582,0.0,0.0006513537725951102,0.0,50929971.20054293,0.0,0.0,4674.454419612725
8932,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,3,1,1,6,1,3,4,1,0,3,1,0,6,7,1,0.0,47847947.961454235,0.0,54172964.50478901,87722647.49511826,0.02457153997254893,26062142.865152698,74873527.29253098,0.022429277073846773,0.0,26152919.996159017,0.0,0.0,56425877.743436806,0.0,377300000.0,0.0
8933,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,4,5,2,3,7,0,4,1,0,6,0,2,1,7,0,5,0,5,6,3,1,0.0,151548646.427626,0.0,0.0,140822678.00042614,0.0,61127818.12233697,52771009.1301844,0.006292893717695458,815687.8028484789,14092235.304915495,2.2301270927804404e-05,0.0,90595441.88119246,0.0,1190200000.0,1521.2274460448093
8934,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,5,6,7,1,9,6,0,0,0,0,1,0,1,4,0,1,0,1,2,1,0.0,224404980.6507821,0.0,16117476.148614526,223731722.64750737,0.0008876771927385943,144332274.39999884,0.0,0.014713132601886749,21351743.48145064,6320800.309666242,0.0006372728655558344,31940683.28618125,59554855.274964996,0.001666214422856148,248500000.0,5100.984551003702
8935,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,1,7,0,0,7,6,2,3,10,5,6,1,463716416.2174868,0.0,0.15408422308038702,0.0,106547043.08732629,0.0,0.0,43878096.290305056,0.0,0.0,14261651.781499248,0.0,0.0,137830333.23595846,0.0,61400000.0,0.0
8936,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,1,1,0,0,0,0,0,0,1,6,9,4,1,0.0,85246019.34861892,0.0,112905540.97223124,0.0,0.050408236983772156,0.0,77644475.05391562,0.0,24044923.114499405,0.0,0.005387098158640886,53541169.07889789,0.0,0.022848935838731738,248500000.0,0.0
8937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,1,0,0,1,4,0,1,3,0,5,5,1,2,309144277.47832453,42291505.65437629,0.01232673784643096,1010841.6555599419,47842699.56310011,5.70634979096543e-05,49956388.12276745,20299287.62732069,0.005092783048580577,9416781.300220646,16347288.792964684,0.0002556368856989896,28578917.519338466,56425877.743436806,0.001470212430757436,30700000.0,4268.48153706832
8938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,5,7,0,6,7,8,9,5,1,0,6,0,0,0,6,6,6,4,1,0.0,238400207.85263282,0.0,37635180.32407708,155736187.608082,0.016802745661257387,0.0,141402055.53142047,0.0,7474527.890406963,19337348.34775413,0.0019590080860801616,219710682.1865034,0.0,0.0951687882856294,30700000.0,0.0
8939,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,3,4,7,6,7,1,10,0,1,2,2,0,0,0,0,1,6,4,4,2,1,0.0,213656166.2927918,0.0,0.0,251920093.0678591,0.0,12859468.149214525,43224599.14167526,0.0013014242189122872,0.0,7332080.219521779,0.0,135749360.6552903,25037214.086173728,0.007056150267648677,1130400000.0,4333.238492696931
8940,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,7,1,6,4,0,0,0,0,7,6,3,5,5,7,1,0.0,32694901.094161935,0.0,75270360.64815415,73315450.27094865,0.005040823698377217,0.0,86175555.67869377,0.0,29212680.436908983,0.0,0.001029261224027658,17847056.35963263,95146224.41557565,0.0011424467919365871,248500000.0,2795.8465150486495
8941,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,5,1,0,0,1,7,8,1,7,0,0,0,3,10,10,5,1,154572138.73916227,90462322.17815001,0.05136140769346234,0.0,104651657.86617124,0.0,49871356.85422548,55690229.411618516,0.04230897847875141,0.0,43676485.05355934,0.0,233765539.71616012,0.0,0.10120311476500077,286800000.0,0.0
8942,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,1,9,0,0,3,0,3,1,4,8,6,0,0,0,2,4,4,6,0,0.0,186108353.31089115,0.0,76281202.3037141,47842699.56310011,0.03408102047176189,19376596.533597168,46650169.32145682,0.016195021836226946,0.0,46958354.961665556,0.0,139770410.51143977,0.0,0.060475248034914636,542900000.0,0.0
8943,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,1,1,0,1,2,0,0,3,2,7,1,2,1,0.0,117299462.54481953,0.0,48352428.44584358,38245121.951764055,0.02219192981846486,86131912.69740492,41292219.28177295,0.07343254738151839,19492487.62023038,13903423.98391871,0.0047857157080767945,144628326.28448477,30351526.042379983,0.06250275133015694,466300000.0,0.0
8944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,9,6,6,7,3,1,1,0,0,0,0,7,7,6,6,1,1,0.0,92648501.6727509,0.0,0.0,288684190.5116191,0.0,0.0,93241572.7977978,0.0,22423583.67122089,6320800.309666242,0.005877024258240484,194485549.07278123,44193513.54513965,0.08411181477630922,217800000.0,0.0
8945,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,6,10,6,1,3,7,0,1,0,0,0,6,0,0,4,1,0,6,5,1,0.0,281009247.4207754,0.0,16240960.229553534,171584544.95486164,0.0009007739892018223,134201065.97789882,20299287.62732069,0.013783272027958059,12079277.934998082,12586457.998778107,0.0003445476474504292,59304229.30165456,33377116.55719709,0.0030393975739920753,641400000.0,5422.515654542576
8946,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,4,6,0,1,1,0,7,1,1,0,7,1,0,0,1,1,6,5,1,0.0,192730334.84053624,0.0,70413924.73434255,77797112.44472042,0.03207798988256412,30064433.682118364,59903444.52010451,0.025318208385995924,0.0,21069784.935395602,0.0,2033169.9186632156,25037214.086173728,0.0008825018883532858,633400000.0,0.0
8947,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,1,6,2,1,10,0,0,1,1,0,4,0,0,0,5,7,5,5,2,0.0,131444749.25204396,0.0,3434297.6260191863,193802535.3523498,0.0001902629399886856,66308910.752078526,20299287.62732069,0.006720811694925128,14359154.554971892,16347288.792964684,0.0004404606201972622,297362056.1447894,0.0,0.015455392021775281,279200000.0,10844.054642951573
8948,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,8,8,9,1,6,3,0,0,2,0,0,0,1,0,5,6,0,6,10,0,0.0,322091809.3169713,0.0,15911669.347049521,167075797.82499802,0.007215409988610125,59791591.37695849,22167818.198803753,0.05038405871758664,29781137.137450956,0.0,0.007168454241996152,120884276.20823054,62967163.32200457,0.05251192932058342,535300000.0,0.0
8949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,0,1,0,5,9,0,0,7,0,0,1,0,5,9,6,1,0.0,140166707.11971238,0.0,7042888.308966804,90143923.5488522,0.003325095893561303,92677330.67768158,76836330.72054233,0.07891838973835424,18695972.09225482,14261651.781499248,0.004501527633519681,117607954.5040187,25037214.086173728,0.0511980583600798,0.0,0.0
8950,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,4,1,7,9,5,4,7,6,0,1,7,7,0,0,3,5,3,4,4,2,0.0,165850140.5583722,0.0,0.0,255787520.76314574,0.0,0.0,73946120.41768885,0.0,7474527.890406963,39729636.51553115,0.0002350809703296194,218369973.90257448,30351526.042379983,0.011382410289169576,61400000.0,6748.211697037974
8951,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,3,4,4,0,0,1,7,3,1,1,0,0,0,0,1,2,7,5,9,1,1,0.0,102578836.07266891,0.0,41156312.89118672,114065823.89018795,0.0022338536449322474,0.0,69869514.91937588,0.0,10061774.14225259,0.0,0.00027875770120031746,16943288.75008144,53557815.768892445,0.0008666662152501034,748700000.0,1916.8175380938044
8952,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,7,6,1,1,10,0,0,7,0,7,7,0,5,6,4,1,0.0,32694901.094161935,0.0,16117476.148614526,200478803.72368535,0.001109596490923243,39961470.001266345,88580597.36027583,0.005141778081087651,25869020.699768875,14261651.781499248,0.0009498581716246983,49787739.64581389,100105457.62015328,0.003225214820506772,248500000.0,2889.3769502347914
8953,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2,1,7,0,0,0,0,6,4,0,0,0,0,0,1,5,5,5,6,1,0.0,147588218.69105962,0.0,112905540.97223124,0.0,0.00604898843805266,19410234.46577843,63699598.27434066,0.001949615687185908,0.0,0.0,0.0,35694112.71926526,25037214.086173728,0.0018279148670985392,504600000.0,4410.004788936871
8954,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,5,9,4,7,2,5,6,4,1,0,0,1,0,0,1,6,7,5,1,0.0,192820580.21435326,0.0,0.0,199185382.65013418,0.0,0.0,104150984.01288462,0.0,14133104.570307922,6320800.309666242,0.003713793362396442,181326414.3123458,25037214.086173728,0.07876789398087514,673800000.0,0.0
8955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,7,3,6,3,0,3,3,7,0,0,7,7,2,1,6,5,1,0.0,176301618.19163114,0.0,0.0,226263695.65003377,0.0,23100709.061626717,50962397.12067895,0.020201925386435386,0.0,24227584.784522224,0.0,101696493.016653,100105457.62015328,0.04413283590198548,0.0,0.0
8956,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,2,7,0,7,0,3,6,0,0,6,7,4,7,5,7,5,1,0.0,111601194.33864394,0.0,16323282.95017953,121229975.87047109,0.007579209890366447,0.0,64835987.44502628,0.0,0.0,12586457.998778107,0.0,0.0,145997501.00097725,0.0,302400000.0,0.0
8957,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,6,5,7,1,9,7,0,4,0,0,0,1,0,0,0,1,1,4,5,1,0.0,225352782.8603031,0.0,16117476.148614526,233905402.69181755,0.0008876771927385943,48063415.40945302,26403379.542306438,0.004895633134746332,33283638.73961183,6320800.309666242,0.0009919510676009804,196818253.8280184,0.0,0.010207052599389387,248500000.0,8406.033695338512
8958,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,6,1,4,0,0,7,0,0,0,0,0,1,0,0,3,1,5,9,6,1,0.0,161250294.9980649,0.0,50242318.92639639,73315450.27094865,0.0027098152996716087,71884827.47947006,0.0,0.007318509766444326,6331266.392526289,6320800.309666242,0.00017957516370242942,33886577.50016288,30351526.042379983,0.0017333324305002069,625800000.0,4052.2239343732745
8959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,7,7,4,4,5,6,1,1,463716416.2174868,0.0,0.15408422308038702,142233737.6657631,0.0,0.0628373347173657,0.0,24198032.45136138,0.0,5581055.625382547,6320800.309666242,0.0012596388538433892,0.0,153530015.84790388,0.0,0.0,0.0
8960,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,0,0,0,5,6,3,0,0,1,0,0,1,3,6,6,1,1,309144277.47832453,68139002.95605196,0.03698021353929288,22444816.594394658,0.0,0.003632391779793001,0.0,100959503.53951824,0.0,23207444.60703519,6320800.309666242,0.0019396298395194037,96092320.25604787,25037214.086173728,0.014908641697770321,61400000.0,3033.8716363624626
8961,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,0,2,7,7,3,0,1,1,0,8,3,6,2,6,6,1,154572138.73916227,95213987.28559849,0.05136140769346234,80548852.4606036,42818415.6714978,0.035746093592451,0.0,116249574.74914324,0.0,297598.37978985533,12857587.774250694,7.978604274581117e-05,0.0,88175439.14937997,0.0,286800000.0,0.0
8962,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,5,6,9,6,10,0,1,0,1,7,0,0,0,0,7,1,6,1,2,0.0,202782665.06692177,0.0,0.0,344105103.8121817,0.0,109159460.94488841,20299287.62732069,0.09318881935568499,4362682.163077575,21069784.935395602,0.0011368495617305363,269638953.3454051,0.0,0.11657066027538743,333100000.0,0.0
8963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,3,0,0,3,0,1,5,3,5,6,5,1,309144277.47832453,37255203.23710208,0.10272281538692468,0.0,121701716.67461371,0.0,38887744.79591938,24198032.45136138,0.03259714590040971,19055810.29993141,8453407.696608048,0.004341966362425706,26549744.269783527,62967163.32200457,0.011371132157973272,30700000.0,0.0
8964,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,1,0,3,1,3,1,4,6,0,0,2,0,2,2,2,1,6,5,1,0.0,109503342.08350585,0.0,0.0,144868808.27820158,0.0,6414532.702398648,84747680.59219497,0.005464496001927225,31268749.749331303,7332080.219521779,0.007859281530004873,55394293.8817739,57073405.013273194,0.02395388148990805,146000000.0,0.0
8965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,7,1,2,1,0,0,1,0,0,0,7,7,3,6,7,2,5,1,0.0,191345561.7715347,0.0,17128317.804174468,124827903.5097079,0.007872839088735406,126710360.62953368,20299287.62732069,0.10784447635727112,38140539.39157935,0.0,0.009220403398173989,0.0,148687151.83491525,0.0,30700000.0,0.0
8966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,3,0,0,0,1,0,8,4,1,0,0,5,4,6,9,5,1,22024422.30986318,182604405.67073452,0.007545423939206054,10564332.463450206,47842699.56310011,0.004987643840341955,190747880.0591018,20299287.62732069,0.16350404992065617,0.0,38253795.54135914,0.0,75153404.27262385,36676675.840294495,0.03245884549907821,0.0,0.0
8967,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,6,1,0,1,0,7,2,3,0,0,1,0,3,0,6,6,5,5,1,0.0,195559644.92531753,0.0,69870132.62130612,38245121.951764055,0.03159736554023396,0.0,95009852.77927995,0.0,27680998.678292487,6320800.309666242,0.006654227690050829,17847056.35963263,30351526.042379983,0.007616311946243913,115300000.0,0.0
8968,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,4,7,7,7,1,2,0,5,1,1,3,6,0,5,1,1,7,6,5,1,0.0,224396506.97301042,0.0,0.0,177725050.68724,0.0,30255549.043004215,52811167.63503672,0.025745762275811084,1319634.2179446525,29460091.538647782,0.00032641548929011205,42360940.55157312,66294113.011456475,0.0181060946561831,492600000.0,0.0
8969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,3,3,0,1,1,1,0,1,1,7,0,0,0,7,5,5,1,1,176596561.04902545,76431543.68310125,0.007068819795920207,3521444.154483402,90143923.5488522,0.00019950575361367816,81696725.29169938,41292219.28177295,0.00845652110193584,0.0,28110557.82447955,0.0,226387462.96207058,0.0,0.011731494384230937,512200000.00000006,9756.813699879613
8970,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0,6,3,8,8,2,1,0,3,0,0,8,1,6,6,5,1,176596561.04902545,82177854.37813279,0.0589068316326684,3266573.6236725682,124573879.8096008,0.0014372835887407722,0.0,124017478.06696607,0.0,7360901.054408662,15063068.18035096,0.0019113324905563995,140988444.59923407,48463701.69719181,0.06075343660958943,61400000.0,0.0
8971,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,0,5,1,0,7,4,0,2,10,7,5,1,0,0,0,1,5,6,5,1,154572138.73916227,92648501.6727509,0.00616336892321548,937746.7704350232,140822678.00042614,4.931101009337508e-05,0.0,69456196.27730663,0.0,0.0,37725187.44862177,0.0,257707654.77078113,0.0,0.013407577924272485,348200000.0,8726.142319605446
8972,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,3,4,1,1,5,0,3,3,1,5,4,0,0,0,1,6,10,5,1,0.0,177198159.8683943,0.0,19345966.973068707,141336773.52795565,0.008800934488515839,29947189.024839938,50962397.12067895,0.025271134061224425,7179577.277485946,29628501.698469043,0.001835252584155259,304740132.89887893,0.0,0.1322355950778703,279200000.0,0.0
8973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,6,7,0,0,3,0,0,3,0,1,7,0,6,6,6,1,331168699.78818774,32694901.094161935,0.11026823932613074,0.0,270346921.93940926,0.0,38887744.79591938,24198032.45136138,0.03259714590040971,18314211.695881665,8453407.696608048,0.004132866111830967,26549744.269783527,70740857.80294001,0.011371132157973272,30700000.0,0.0
8974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,6,2,8,1,1,0,0,0,1,1,0,0,0,2,7,5,6,2,1,0.0,179711315.8072363,0.0,0.0,183066642.38815653,0.0,278031992.03304476,0.0,0.02841062030580753,0.0,12857587.774250694,0.0,0.0,27578229.96765524,0.0,217800000.0,5847.292012004692
